#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTC91355;Maybe I can appeal to [From.GetHerHis] greedy side...;Peut-être pourrai-je faire appel à son côté cupide...;Vielleicht nützt mir [From.GetHerHis] Gier ...;;Tal fez puedo atraer a [From.GetHerHis] lado codicioso;;;;;;;;;x
EVTDESC_CM_4353;Most wise [Root.GetTitledFirstName], the Order needs more castles in order to train troops and generate a supporting income. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nPeace be upon you,\n\n[From.GetTitledName];Très sage [Root.GetTitledFirstName], l'Ordre a besoin de nouveaux châteaux afin de lever des troupes et de générer le revenu nécessaire à son fonctionnement. Il m'est apparu que vous possédiez un emplacement approprié sur votre domaine, en [FromFrom.GetName] pour être précis. Je suis disposé à vous payer 100 or en échange du droit d'y construire une forteresse.\nQue la paix soit avec vous,\n\n[From.GetTitledName];Euer Hochwohlgeboren, der Orden braucht weitere Burgen zur Ausbildung von Truppen und zum Erwirtschaften von Einnahmen. Ich habe erfahren, dass es in Eurem Reich einen geeigneten Standort gibt, nämlich in [FromFrom.GetName]. Ich zahle Euch 100 Gold für das Recht, dort eine Festung zu errichten. \nDer Friede sei mit Euch!\n\n[From.GetFirstName];;El más sabio [Root.GetTitledFirstName], la Orden necesita más castillos para entrenar tropas y generar ganancias. He sido informado de que hay una localización disponible en sus dominios, concretamente en [FromFrom.GetName]. Estoy dispuesto a pagarle 100 oros a cambio del derecho a construir una fortaleza ahí.\nQue la paz sea contigo,\n\n[From.GetTitledName];;;;;;;;;x
OOS_DESC;§Y$PLAYER$§! is no longer in sync!;§Y$PLAYER$§! n'est plus synchronisé !;§Y$PLAYER$§! ist nicht mehr synchron!;;¡§Y$PLAYER$§! ya no está sincronizado!;;;;;;;;;x
TRIBAL_VIEW_ON_TRAIT;Tribal view on $TRAIT$: $VALUE$;Opinion tribale sur $TRAIT$ : $VALUE$;Haltung eines Stammes gegenüber $TRAIT$: $VALUE$;; Vista tribal en $TRAIT$: $VALUE$;;;;;;;;;x
TRAIT_OPINION_TRIBAL;Tribal Opinion: $VALUE$;Opinion tribale : $VALUE$;Stammesmeinung: $VALUE$;;Opinión tribal: $VALUE$;;;;;;;;;x
DONT_HAVE_A_X;Have a $X$;Possèdent un $X$;$X$ haben;;Tener un $X$;;;;;;;;;x
HAVE_A_X;Have a $X$;Possèdent un $X$;$X$ haben;;Tener un $X$;;;;;;;;;x
CHRONICLE_FILL0010;People in [Root.GetName] claimed to have seen two suns at the same time.;Des gens de [Root.GetName] disent avoir vu deux soleils en même temps.;Leute in [Root.GetName] behaupteten, zwei Sonnen gleichzeitig gesehen zu haben.;;Des gens de [Root.GetName] disent avoir vu deux soleils en mÍme temps.;;;;;;;;;x
CHRONICLE_FILL0011;A goat with three heads was born in [Root.GetName].;Une chèvre à trois têtes est née en [Root.GetName].;Eine dreiköpfige Ziege wurde in [Root.GetName] geboren.;;Une chËvre ‡ trois tÍtes est nÈe en [Root.GetName].;;;;;;;;;x
CHRONICLE_FILL0012;Tens of thousands of crows birds invaded [Root.GetName] just before the harvest, causing much damage to the farmers's fields.;Des dizaines de milliers de corbeaux ont envahi [Root.GetName] juste avant les récoltes, ce qui ravagea les champs.;Zehntausende von Krähen fielen unmittelbar vor der Ernte in [Root.GetName] ein und richteten großen Schaden auf den Feldern der Bauern an.;;Des dizaines de milliers de corbeaux ont envahi [Root.GetName] juste avant les rÈcoltes, ce qui ravagea les champs.;;;;;;;;;x
CHRONICLE_FILL0013;An uncommonly great number of children were born this year in [Root.GetName].;Un nombre étonnamment élevé d'enfants sont nés cette année en [Root.GetName].;In [Root.GetName] wurden dieses Jahr ungewöhnlich viele Kinder geboren.;;Un nombre Ètonnamment ÈlevÈ d'enfants sont nÈs cette annÈe en [Root.GetName].;;;;;;;;;x
CHRONICLE_FILL0014;In [Root.GetName], the people celebrated the benevolent rule of [From.GetTitledFirstName].;En [Root.GetName], le peuple célèbre le règne du bienveillant [From.GetTitledFirstName].;In [Root.GetName] feierte das Volk die wohltätige und gütige Herrschaft von [From.GetTitledFirstName].;;En [Root.GetName], le peuple cÈlËbre le rËgne du bienveillant [From.GetTitledFirstName].;;;;;;;;;x
CHRONICLE_FILL0015;A star fell from the sky in [Root.GetName], killing three cows.;Une étoile est tombée du ciel en [Root.GetName] et tua trois corbeaux.;In [Root.GetName]  fiel ein Stern vom Himmel und tötete drei Kühe.;;Une Ètoile est tombÈe du ciel en [Root.GetName] et tua trois corbeaux.;;;;;;;;;x
CHRONICLE_PLAYER_INHERITANCE_LANDLESS;On [GetDateText], [From.GetFirstName] lost [From.GetHerHis] titles, and it was decided to pass on the dynasty chronicles to [Root.GetTitledName].;Le [GetDateText], [From.GetFirstName] a perdu ses titres. Il a été décidé de transférer la dynastie à [Root.GetTitledName].;Am [GetDateText] verlor [From.GetFirstName] [From.GetHerHis] Titel und es wurde beschlossen, die Chroniken der Dynastie an [Root.GetTitledName] zu übergeben.;;En [GetDateText], [From.GetFirstName] perdió [From.GetHerHis] títulos, y se decidió pasar las crónicas de la dinastía a [Root.GetTitledName].;;;;;;;;;x
CHRONICLE_WON_BATTLE_FOUGHT;[Root.GetTitledName] was victorious in the battle of [Root.Location.GetName] against the army of [From.TopLiege.PrimaryTitle.GetName], commanded by [From.GetTitledName].;[Root.GetTitledName] a gagné la bataille de [Root.Location.GetName] contre l'armée de [From.TopLiege.PrimaryTitle.GetName], menée par [From.GetTitledName].;[Root.GetTitledName] siegte in der Schlacht von [Root.Location.GetName] gegen das Heer von [From.TopLiege.PrimaryTitle.GetName] unter dem Befehl von [From.GetTitledName].;;[Root.GetTitledName] a gagnÈ la bataille de [Root.Location.GetName] contre l'armÈe de [From.TopLiege.PrimaryTitle.GetName], menÈe par [From.GetTitledName].;;;;;;;;;x
CHRONICLE_LOST_BATTLE_FOUGHT;[Root.GetTitledName] lost the battle of [Root.Location.GetName] against the army of [From.TopLiege.PrimaryTitle.GetName], commanded by [From.GetTitledName].;[Root.GetTitledName] a perdu la bataille de [Root.Location.GetName] contre l'armée de [From.TopLiege.PrimaryTitle.GetName], menée par [From.GetTitledName].;[Root.GetTitledName] unterlag in der Schlacht von [Root.Location.GetName] dem Heer von [From.TopLiege.PrimaryTitle.GetName] unter dem Befehl von [From.GetTitledName].;;[Root.GetTitledName] a perdu la bataille de [Root.Location.GetName] contre l'armÈe de [From.TopLiege.PrimaryTitle.GetName], menÈe par [From.GetTitledName].;;;;;;;;;x
CHRONICLE_WON_BATTLE_BUT_DIDNT_FIGHT;The army of [Root.TopLiege.GetTitledName], commanded by [Root.GetTitledName], was victorious in the battle of [Root.Location.GetName] against the armies of [From.TopLiege.PrimaryTitle.GetName].;L'armée de [Root.TopLiege.GetTitledName], menée par [Root.GetTitledName], a gagné la bataille de [Root.Location.GetName] contre les armées de [From.TopLiege.PrimaryTitle.GetName].;Das Heer von [Root.TopLiege.GetTitledName] unter dem Befehl von [Root.GetTitledName] siegte in der Schlacht von [Root.Location.GetName] gegen die Truppen von [From.TopLiege.PrimaryTitle.GetName].;;L'armÈe de [Root.TopLiege.GetTitledName], menÈe par [Root.GetTitledName], a gagnÈ la bataille de [Root.Location.GetName] contre les armÈes de [From.TopLiege.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_LOST_BATTLE_BUT_DIDNT_FIGHT;The army of [Root.TopLiege.GetTitledName], commanded by [Root.GetTitledName], was defeated in the battle of [Root.Location.GetName] against the armies of [From.TopLiege.PrimaryTitle.GetName].;L'armée de [Root.TopLiege.GetTitledName], menée par [Root.GetTitledName], a perdu la bataille de [Root.Location.GetName] contre les armées de [From.TopLiege.PrimaryTitle.GetName].;Das Heer von [Root.TopLiege.GetTitledName] unter dem Befehl von [Root.GetTitledName] unterlag in der Schlacht von [Root.Location.GetName] den Truppen von [From.TopLiege.PrimaryTitle.GetName].;;L'armÈe de [Root.TopLiege.GetTitledName], menÈe par [Root.GetTitledName], a perdu la bataille de [Root.Location.GetName] contre les armÈes de [From.TopLiege.PrimaryTitle.GetName].;;;;;;;;;x
EVTOPTM96500;Master Winter Terrain.;Maîtriser les terrains hivernaux.;Meistert die Kriegsführung im Winter.;;Dominar el Terreno en Invierno;;;;;;;;;x
in_hiding_desc;This character has gone into hiding to avoid plots against [GetHerHis] life. It makes [GetHerHim] harder to assassinate, but life in hiding has its costs...;Ce personnage se cache afin d'éviter des complots qui menaceraient sa vie. Il est ainsi plus difficile de l'assassiner, mais vivre caché comporte des inconvénients...;Dieser Charakter versteckt sich, um Anschläge auf [GetHerHis] Leben zu entgehen. So ist [GetHeShe] schwerer zu ermorden, doch das Leben im Untergrund ist auch mühsam ...;;Ce personnage se cache afin d'Èviter des complots qui menaceraient sa vie. Il est ainsi plus difficile de l'assassiner, mais vivre cachÈ comporte des inconvÈnients...;;;;;;;;;x
INTERACTION_NOT_IN_HIDING;Target is not in hiding;La cible ne se cache pas;Ziel versteckt sich nicht;;El objetivo no está en la clandestinidad;;;;;;;;;x
zun_judgement;Being Judged by Zun;Est jugé par Zun;Wartet auf das Urteil von Zun ;;Siendo Juzgado por Zun;;;;;;;;;x
IS_DYING;Is dying;Est en train de mourir;Stirbt;;Está muriendo;;;;;;;;;x
ISNT_DYING;Is not dying;N'est pas en train de mourir;Stirbt nicht;; No se está muriendo;;;;;;;;;x
LANDED_SIBLING_BONUS;Landed Sibling;Frère ou sœur avec terre;Geschwister mit Landbesitz;;Propiedad Hermano;;;;;;;;;x
LANDED_HALF_SIBLING_BONUS;Landed Half Sibling;Demi-frère ou demi-sœur avec terre;Halbgeschwister mit Landbesitz;;Propiedad Medio Hermano;;;;;;;;;x
LANDED_NIECE_BONUS;Landed Niece;Nièce avec terre;Nichte mit Landbesitz;;Propiedad Sobrina;;;;;;;;;x
LANDED_CHILD_BONUS;Landed [Root.GetSonDaughter];[Root.GetSonDaughter] avec terre;[Root.GetSonDaughter] mit Landbesitz;;Propiedad [Root.GetSonDaughter];;;;;;;;;x
LANDED_GRAND_CHILD_BONUS;Landed Grand [Root.GetSonDaughter];Petit(e)-[Root.GetSonDaughter] avec terre;[Root.GetSonDaughter] eines Kindes mit Landbesitz;;propiedad gran [Root.GetSonDaughter];;;;;;;;;x
LANDED_PARENT_BONUS;Landed [Root.GetFatherMother];[Root.GetFatherMother] avec terre;[Root.GetFatherMother] mit Landbesitz;;Propiedad [Root.GetFatherMother];;;;;;;;;x
LANDED_UNCLE_AUNT_BONUS;Landed [Root.GetUncleAunt];[Root.GetUncleAunt] avec terre;[Root.GetUncleAunt] mit Landbesitz;;Propiedad [Root.GetUncleAunt];;;;;;;;;x
LANDED_GRAND_PARENT_BONUS;Landed Grand Parent;Grand-parent avec terre;Großeltern mit Landbesitz;;Propiedad de Abuelo/a;;;;;;;;;x
LANDED_GREAT_GRAND_PARENT_BONUS;Landed Great Grand Parent;Arrière-grand-parent avec terre;Urgroßeltern mit Landbesitz;;Propiedad de Gran Abuelo/a;;;;;;;;;x
LANDED_COUSIN_BONUS;Landed Cousin;Cousin(e) avec terre;Cousin mit Landbesitz;;Propiedad de Prima;;;;;;;;;x
LIEGE_PRESTIGE;Prestige from vassals: §G+$VALUE$§!;Prestige donné par les vassaux : §G+$VALUE$§!;Prestige von Vasallen: §G+$VALUE$§!;;Prestigio desde el punto de vista de tus vasallos: §G+$VALUE$§!;;;;;;;;;x
INTERACTION_TRIBAL_TITLE_ALLOWS_REVOKATION;The Tribal Organization of §Y$TITLE$§! allows Revokation;L'organisation tribale de §Y$TITLE$§! permet la révocation;Stammes-Organisation von §Y$TITLE$§! gestattet Titelentzug;; La Organización Tribal de §Y$TITLE$§! permite la Revocación;;;;;;;;;x
CHRONICLE_FOUNDED_NEW_KINGDOM_OR_EMPIRE;[Root.GetDynName] displayed [Root.GetHerHis] great power by founding the new [Root.PrimaryTitle.GetFullName].;[Root.GetDynName] a fait preuve de sa grande puissance en fondant le nouveau [Root.PrimaryTitle.GetFullName].;[Root.GetDynName] zeigte [Root.GetHerHis] große Macht durch die Gründung des neuen [Root.PrimaryTitle.GetFullName].;;[Root.GetDynName] muestra [Root.GetHerHis] gran poder al fundar el nuevo [Root.PrimaryTitle.GetFullName].;;;;;;;;;x
CHRONICLE_FILL0016;[Root.PrimaryTitle.GetName] saw an unusually bountiful harvest this year.;[Root.PrimaryTitle.GetName] a bénéficié d'une moisson exceptionnelle cette année.;[Root.PrimaryTitle.GetName] erlebte in diesem Jahr eine ungewöhnlich reiche Ernte.;; Este año [Root.PrimaryTitle.GetName] presenció una abundante cosecha fuera de lo común.;;;;;;;;;x
CHRONICLE_ADOPTED_FEUDALISM;[Root.GetDynName] adopted a feudal system in [Root.GetHerHis] domains, abandoning the old tribal ways.;[Root.GetDynName] a adopté un système féodal dans son domaine, abandonnant les anciennes coutumes tribales.;[Root.GetDynName] führte in [Root.GetHerHis] Gebieten das Feudalsystem ein und gab die Stammestraditionen auf.;;[Root.GetDynName] adoptó un sistema feudal en [Root.GetHerHis] dominios, abandonando las viejas costumbres tribales.;;;;;;;;;x
CHRONICLE_FOUNDED_MERCHANT_REPUBLIC;[Root.GetDynName] founded a merchant republic in [Root.GetHerHis] domains, abandoning the old tribal ways.;[Root.GetDynName] a fondé une république marchande dans son domaine, abandonnant les anciennes coutumes tribales.;[Root.GetDynName] gründete in [Root.GetHerHis] Gebieten eine Handelsrepublik und gab die Stammestraditionen auf.;;;;;;;;;;;x
EVTDESC_CM_1160;One evening at court, your mother [Root.Mother.GetFirstName] takes to voicing very aggressive criticism of your [Root.Spouse.GetHusbandWife] in front of everyone. She says your [Root.Spouse.GetHusbandWife] doesn't know [Root.Spouse.GetHerHis] place and should be kept on a tighter leash. Your [Root.Spouse.GetHusbandWife] looks pleadingly at you for support...;Un soir à la cour, votre mère [Root.Mother.GetFirstName] commence à critiquer vertement votre [Root.Spouse.GetHusbandWife] en public. Elle déclare que votre [Root.Spouse.GetHusbandWife] ne connaît pas sa place et mériterait un bon rappel à l'ordre. Votre [Root.Spouse.GetHusbandWife] vous regarde, implorant votre soutien...;Eines Abends bei Hof übt Eure Mutter [Root.Mother.GetFirstName] ungewöhnlich harsche Kritik an Eurem Gespons vor aller Augen und Ohren. Sie behauptet, [Root.Spouse.GetSheHe] kenne [Root.Spouse.GetHerHis] Platz nicht und brauche eine strengere Hand. Euer Gespons schaut hilfesuchend zu Euch ...;;Un atardecer en la corte, tu madre [Root.Mother.GetFirstName] critica agriamente a tu [Root.Spouse.GetHusbandWife] delante de todo el mundo. Dice que tu [Root.Spouse.GetHusbandWife] no sabe cuál es [Root.Spouse.GetHerHis] lugar y que se lo/a debería atar corto. Tu [Root.Spouse.GetHusbandWife] te mira suplicante en busca de apoyo...;;;;;;;;;x
EVTOPTA_CM_1160;Mother is right.;Mère a raison.;Mutter hat recht.;;La madre tiene razón;;;;;;;;;x
EVTOPTB_CM_1160;Quiet, Mother. You are out of line.;Silence, mère. Vous dépassez les limites.;Seid still, Mutter. Ihr nehmt Euch zuviel heraus.;;Callate, madre. Estás fuera de tema;;;;;;;;;x
EVTOPTC_CM_1160;I've had enough. It's the convent for you!;J'en ai assez. Je vous envoie au couvent !;Genug davon. Ins Kloster mit Euch!;; Ya he tenido suficiente. ¡Esto significa el convento para ti!       ;;;;;;;;;x
EVTDESC_CM_1172;Your mother comes too se you. 'My [Root.GetSonDaughter], I am worried. Your [From.GetJobTitle], [From.GetTitledFirstName], doesn't seem to have our best interests in mind when executing the tasks of [From.GetHerHis] office. I fear [From.GetSheHe] may become a danger to your rule in the long run.';Votre mère vous rend visite. '[Root.GetSonDaughter], je suis inquiète. Votre [From.GetJobTitle], [From.GetTitledFirstName], ne semble pas agir dans notre intérêt en accomplissant ses tâches. J'ai peur qu'[From.GetSheHe] ne finisse par constituer un danger pour votre règne à long terme.';Eure Mutter besucht Euch. '[Root.GetSonDaughter], Ich mache mir Sorgen. Euer [From.GetJobTitle] [From.GetTitledFirstName] scheint in [From.GetHerHis] Funktion nicht in unserem Interesse zu handeln. Ich fürchte, über kurz oder lang wird [From.GetSheHe] zu einer Gefahr für Eure Herrschaft werden.';;Tu madre te viene a ver. “Mi [Root.GetSonDaughter], estoy preocupada. Tu [From.GetJobTitle], [From.GetTitledFirstName], no parece tener en cuenta nuestros intereses cuando ejecuta las tareas de [From.GetHerHis] despacho. Me temo que, a la larga, [From.GetSheHe] puede convertirse en un peligro para tu gobierno.;;;;;;;;;x
EVTOPTA_CM_1172;You are right, Mother. The [From.GetJobTitle] has to go.;Vous avez raison, mère. Je lui dirai de partir.;Ihr habt recht, Mutter. Der [From.GetJobTitle] muss gehen.;;Estás en lo cierto, madre. [From.GetJobTitle] debe irse.;;;;;;;;;x
EVTOPTB_CM_1172;I will not get rid of [From.GetTitledFirstName].;Je ne renverrai pas [From.GetTitledFirstName].;Ich werde [From.GetTitledFirstName] nicht hinauswerfen.;;No voy a deshacerme de [From.GetTitledFirstName].;;;;;;;;;x
EVTOPTC_CM_1172;Enough of your meddling. It's the convent for you!;Vos insinuations m'incommodent. Vous irez au couvent !;Es reicht mir mit Eurer Einmischung. Ins Kloster mit Euch!;;Basta ya de interferencias. ¡Esto significa el convento para ti!;;;;;;;;;x
TRIBAL_VASSAL_TAX_MODIFIER;Tribal Vassal Tax;Impôt de vassal tribal;Stammes-Vasallensteuer;;Impuesto Vasallo Tribal;;;;;;;;;x
